 FASTA header,location, IDR start, IDR end
sp|Q9FL69|AGD5_ARATH ADP-ribosylation factor GTPase-activating protein AGD5 OS=Arabidopsis thaliana OX=3702 GN=AGD5 PE=1 SV=1,C-terminal,124,483
tr|Q9FXF4|Q9FXF4_ARATH At1g29770 OS=Arabidopsis thaliana OX=3702 GN=CELLULOSE SYNTHASE LIKE D1 PE=2 SV=1,N-terminal,1,89
sp|Q9LE81|IRE_ARATH Probable serine/threonine protein kinase IRE OS=Arabidopsis thaliana OX=3702 GN=IRE PE=2 SV=1,N-terminal,1,199
sp|Q9LE81|IRE_ARATH Probable serine/threonine protein kinase IRE OS=Arabidopsis thaliana OX=3702 GN=IRE PE=2 SV=1,middle,376,467
sp|Q9LE81|IRE_ARATH Probable serine/threonine protein kinase IRE OS=Arabidopsis thaliana OX=3702 GN=IRE PE=2 SV=1,middle,538,628
sp|Q9LE81|IRE_ARATH Probable serine/threonine protein kinase IRE OS=Arabidopsis thaliana OX=3702 GN=IRE PE=2 SV=1,middle,710,751
sp|Q9LE81|IRE_ARATH Probable serine/threonine protein kinase IRE OS=Arabidopsis thaliana OX=3702 GN=IRE PE=2 SV=1,middle,899,944
sp|Q9LE81|IRE_ARATH Probable serine/threonine protein kinase IRE OS=Arabidopsis thaliana OX=3702 GN=IRE PE=2 SV=1,C-terminal,1063,1168
sp|Q9LK09|SYP32_ARATH Syntaxin-32 OS=Arabidopsis thaliana OX=3702 GN=SYP32 PE=2 SV=1,N-terminal,1,48
sp|Q9LK09|SYP32_ARATH Syntaxin-32 OS=Arabidopsis thaliana OX=3702 GN=SYP32 PE=2 SV=1,middle,121,254
sp|Q9LN50|PMTS_ARATH Probable methyltransferase PMT28 OS=Arabidopsis thaliana OX=3702 GN=At1g19430 PE=2 SV=1,N-terminal,1,212
sp|Q9LQZ7|BBX21_ARATH B-box zinc finger protein 21 OS=Arabidopsis thaliana OX=3702 GN=BBX21 PE=1 SV=1,C-terminal,106,331
tr|Q9LRP8|Q9LRP8_ARATH Non-phototropic hypocotyl-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g15570 PE=1 SV=1,middle,313,345
tr|Q9LRP8|Q9LRP8_ARATH Non-phototropic hypocotyl-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g15570 PE=1 SV=1,C-terminal,388,452
tr|Q9LV69|Q9LV69_ARATH FAD-dependent oxidoreductase domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=MJE7.7 PE=1 SV=1,N-terminal,1,43
tr|Q9LVW0|Q9LVW0_ARATH At5g54100 OS=Arabidopsis thaliana OX=3702 GN=SLP2 PE=1 SV=1,N-terminal,1,96
sp|Q9LVW4|MY118_ARATH Transcription factor MYB118 OS=Arabidopsis thaliana OX=3702 GN=MYB118 PE=2 SV=1,N-terminal,1,187
sp|Q9LVW4|MY118_ARATH Transcription factor MYB118 OS=Arabidopsis thaliana OX=3702 GN=MYB118 PE=2 SV=1,middle,281,408
sp|Q9LYV3|PP377_ARATH Putative pentatricopeptide repeat-containing protein At5g13230; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PCMP-H89 PE=3 SV=1,N-terminal,1,41
sp|Q9LZW3|PUB16_ARATH U-box domain-containing protein 16 OS=Arabidopsis thaliana OX=3702 GN=PUB16 PE=2 SV=1,N-terminal,1,39
tr|Q9M045|Q9M045_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=F1I16_200 PE=4 SV=1,IDP,1,103
sp|Q9S7Y1|BH030_ARATH Transcription factor bHLH30 OS=Arabidopsis thaliana OX=3702 GN=BHLH30 PE=1 SV=1,N-terminal,1,160
sp|Q9S7Y1|BH030_ARATH Transcription factor bHLH30 OS=Arabidopsis thaliana OX=3702 GN=BHLH30 PE=1 SV=1,C-terminal,333,368
sp|Q9S9U6|1A111_ARATH 1-aminocyclopropane-1-carboxylate synthase 11 OS=Arabidopsis thaliana OX=3702 GN=ACS11 PE=1 SV=1,C-terminal,426,460
tr|Q9SD43|Q9SD43_ARATH Metal ion-binding protein OS=Arabidopsis thaliana OX=3702 GN=F24M12.60 PE=2 SV=1,C-terminal,78,133
tr|Q9SIE6|Q9SIE6_ARATH Hydroxyproline-rich glycoprotein family protein OS=Arabidopsis thaliana OX=3702 GN=At2g22180 PE=1 SV=1,N-terminal,1,114
tr|Q9SL80|Q9SL80_ARATH Gls protein (DUF810) OS=Arabidopsis thaliana OX=3702 GN=At2g20010 PE=1 SV=1,N-terminal,1,110
sp|Q9SLC3|ATL41_ARATH E3 ubiquitin-protein ligase ATL41 OS=Arabidopsis thaliana OX=3702 GN=ATL41 PE=1 SV=1,middle,66,102
sp|Q9SLC3|ATL41_ARATH E3 ubiquitin-protein ligase ATL41 OS=Arabidopsis thaliana OX=3702 GN=ATL41 PE=1 SV=1,C-terminal,154,236
tr|Q9SLC8|Q9SLC8_ARATH ESSS subunit of NADH:ubiquinone oxidoreductase (Complex I) protein OS=Arabidopsis thaliana OX=3702 GN=MHK10.3 PE=1 SV=1,N-terminal,1,56
sp|Q9ZTC3|MYB90_ARATH Transcription factor MYB90 OS=Arabidopsis thaliana OX=3702 GN=MYB90 PE=1 SV=1,C-terminal,112,249
tr|Q9ZVD1|Q9ZVD1_ARATH At2g27090 OS=Arabidopsis thaliana OX=3702 GN=At2g27090 PE=1 SV=1,middle,50,413
tr|A0A1I9LQ30|A0A1I9LQ30_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g06436 PE=4 SV=1,IDP,1,100
tr|A0A1I9LSA3|A0A1I9LSA3_ARATH Cell wall-plasma membrane linker protein OS=Arabidopsis thaliana OX=3702 GN=CWLP PE=1 SV=1,N-terminal,1,265
tr|A0A1P8BGC7|A0A1P8BGC7_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g51585 PE=1 SV=1,IDP,1,236
tr|B3H5V7|B3H5V7_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At3g48131 PE=4 SV=1,IDP,1,43
tr|F4HTV1|F4HTV1_ARATH Galactose oxidase/kelch repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g74150 PE=1 SV=1,C-terminal,411,569
tr|F4I6E4|F4I6E4_ARATH non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=At1g30640 PE=1 SV=1,N-terminal,1,48
tr|F4I6E4|F4I6E4_ARATH non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=At1g30640 PE=1 SV=1,C-terminal,500,562
tr|F4I765|F4I765_ARATH Box C/D snoRNA protein 1 OS=Arabidopsis thaliana OX=3702 GN=At1g04945 PE=1 SV=1,N-terminal,1,119
tr|F4I765|F4I765_ARATH Box C/D snoRNA protein 1 OS=Arabidopsis thaliana OX=3702 GN=At1g04945 PE=1 SV=1,C-terminal,498,644
tr|F4IBY8|F4IBY8_ARATH ENHANCED DISEASE RESISTANCE-like protein (DUF1336) OS=Arabidopsis thaliana OX=3702 GN=At1g06050 PE=1 SV=1,C-terminal,246,313
tr|F4ICS8|F4ICS8_ARATH DNAse I-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g43760 PE=4 SV=1,N-terminal,1,183
tr|F4IJP7|F4IJP7_ARATH Leucine-rich repeat protein kinase family protein OS=Arabidopsis thaliana OX=3702 GN=At2g29000 PE=4 SV=1,C-terminal,842,872
tr|F4ISV2|F4ISV2_ARATH EXS (ERD1/XPR1/SYG1) family protein OS=Arabidopsis thaliana OX=3702 GN=At2g32295 PE=1 SV=1,C-terminal,429,463
tr|F4JAZ0|F4JAZ0_ARATH Ubiquitin-conjugating enzyme family protein OS=Arabidopsis thaliana OX=3702 GN=At3g12775 PE=4 SV=1,N-terminal,1,60
tr|F4JAZ0|F4JAZ0_ARATH Ubiquitin-conjugating enzyme family protein OS=Arabidopsis thaliana OX=3702 GN=At3g12775 PE=4 SV=1,C-terminal,325,362
tr|F4JI12|F4JI12_ARATH TATA box-binding protein associated factor RNA polymerase I subunit B-like protein OS=Arabidopsis thaliana OX=3702 GN=At4g01335 PE=4 SV=1,IDP,1,100
sp|F4K6F1|GT18_ARATH Xyloglucan galactosyltransferase XLT2 OS=Arabidopsis thaliana OX=3702 GN=XLT2 PE=1 SV=1,N-terminal,1,118
sp|F4KIL8|FBT5_ARATH Probable folate-biopterin transporter 5 OS=Arabidopsis thaliana OX=3702 GN=At5g25040 PE=2 SV=2,C-terminal,458,492
tr|O23227|O23227_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=C7A10.830 PE=1 SV=2,N-terminal,1,73
tr|O23315|O23315_ARATH Embryo defective 2739 OS=Arabidopsis thaliana OX=3702 GN=EMB2739 PE=1 SV=1,C-terminal,447,508
sp|O80872|TBL45_ARATH Protein trichome birefringence-like 45 OS=Arabidopsis thaliana OX=3702 GN=TBL45 PE=2 SV=1,N-terminal,1,38
tr|O82329|O82329_ARATH MAR-binding filament-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g14910 PE=1 SV=1,N-terminal,1,78
tr|O82329|O82329_ARATH MAR-binding filament-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g14910 PE=1 SV=1,middle,163,212
tr|O82329|O82329_ARATH MAR-binding filament-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g14910 PE=1 SV=1,middle,274,327
sp|P46573|PBL10_ARATH Probable serine/threonine-protein kinase PBL10 OS=Arabidopsis thaliana OX=3702 GN=PBL10 PE=1 SV=2,N-terminal,1,47
sp|P56799|RR4_ARATH Small ribosomal subunit protein uS4c OS=Arabidopsis thaliana OX=3702 GN=rps4 PE=3 SV=1,N-terminal,1,38
sp|Q0WMZ6|P4KG8_ARATH Phosphatidylinositol 4-kinase gamma 8 OS=Arabidopsis thaliana OX=3702 GN=PI4KG8 PE=2 SV=2,N-terminal,1,148
tr|Q0WS99|Q0WS99_ARATH At2g17787 OS=Arabidopsis thaliana OX=3702 GN=At2g17787 PE=1 SV=1,N-terminal,1,245
tr|Q0WS99|Q0WS99_ARATH At2g17787 OS=Arabidopsis thaliana OX=3702 GN=At2g17787 PE=1 SV=1,C-terminal,285,324
sp|Q1PEF8|INV2_ARATH Beta-fructofuranosidase; insoluble isoenzyme CWINV2 OS=Arabidopsis thaliana OX=3702 GN=CWINV2 PE=2 SV=1,N-terminal,1,45
tr|Q494Q0|Q494Q0_ARATH At3g06170 OS=Arabidopsis thaliana OX=3702 GN=At3g06170 PE=1 SV=1,middle,301,334
sp|Q5BPF3|BASL_ARATH Protein BREAKING OF ASYMMETRY IN THE STOMATAL LINEAGE OS=Arabidopsis thaliana OX=3702 GN=BASL PE=1 SV=1,IDP,1,262
sp|Q6IM92|DVL9_ARATH Small polypeptide DEVIL 9 OS=Arabidopsis thaliana OX=3702 GN=DVL9 PE=1 SV=1,IDP,1,107
tr|Q6NLB7|Q6NLB7_ARATH At5g65925 OS=Arabidopsis thaliana OX=3702 GN=At5g65925 PE=1 SV=1,N-terminal,1,84
sp|Q700C2|SPL16_ARATH Squamosa promoter-binding-like protein 16 OS=Arabidopsis thaliana OX=3702 GN=SPL16 PE=2 SV=2,N-terminal,1,81
sp|Q700C2|SPL16_ARATH Squamosa promoter-binding-like protein 16 OS=Arabidopsis thaliana OX=3702 GN=SPL16 PE=2 SV=2,middle,140,480
sp|Q84J88|HIP36_ARATH Heavy metal-associated isoprenylated plant protein 36 OS=Arabidopsis thaliana OX=3702 GN=HIPP36 PE=1 SV=1,C-terminal,91,352
tr|Q84R20|Q84R20_ARATH Cleavage and polyadenylation specificity factor (CPSF) A subunit protein OS=Arabidopsis thaliana OX=3702 GN=At3g11960 PE=1 SV=1,N-terminal,1,37
tr|Q84R20|Q84R20_ARATH Cleavage and polyadenylation specificity factor (CPSF) A subunit protein OS=Arabidopsis thaliana OX=3702 GN=At3g11960 PE=1 SV=1,middle,1014,1058
tr|Q84R20|Q84R20_ARATH Cleavage and polyadenylation specificity factor (CPSF) A subunit protein OS=Arabidopsis thaliana OX=3702 GN=At3g11960 PE=1 SV=1,C-terminal,1333,1379
tr|Q84X54|Q84X54_ARATH Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=MJB20.15 PE=2 SV=1,N-terminal,1,72
sp|Q8LD46|R23A1_ARATH Large ribosomal subunit protein uL23z OS=Arabidopsis thaliana OX=3702 GN=RPL23AA PE=2 SV=2,N-terminal,1,47
tr|Q8RW94|Q8RW94_ARATH At1g80210/F18B13_28 OS=Arabidopsis thaliana OX=3702 GN=BRCC36A PE=1 SV=1,middle,153,285
tr|Q8VYI6|Q8VYI6_ARATH AT5g24060/MZF18_6 OS=Arabidopsis thaliana OX=3702 GN=At2g23987 PE=2 SV=1,IDP,1,119
sp|Q8W593|LGUC_ARATH Probable lactoylglutathione lyase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g67280 PE=1 SV=1,N-terminal,1,71
tr|Q949T9|Q949T9_ARATH CCT motif family protein OS=Arabidopsis thaliana OX=3702 GN=At5g14370 PE=1 SV=1,N-terminal,1,278
sp|Q9C6M9|CAF1D_ARATH Putative CCR4-associated factor 1 homolog 4 OS=Arabidopsis thaliana OX=3702 GN=CAF1-4 PE=3 SV=1,C-terminal,265,302
sp|Q9C950|VIP5_ARATH Protein RTF1 homolog OS=Arabidopsis thaliana OX=3702 GN=VIP5 PE=1 SV=1,N-terminal,1,263
sp|Q9C950|VIP5_ARATH Protein RTF1 homolog OS=Arabidopsis thaliana OX=3702 GN=VIP5 PE=1 SV=1,middle,494,566
sp|Q9FG37|GACP3_ARATH Gamma-tubulin complex component 3 OS=Arabidopsis thaliana OX=3702 GN=GCP3 PE=1 SV=1,middle,751,791
sp|Q9FL59|FTIP1_ARATH FT-interacting protein 1 OS=Arabidopsis thaliana OX=3702 GN=FTIP1 PE=1 SV=1,N-terminal,1,37
sp|Q9LD43|ACCA_ARATH Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CAC3 PE=1 SV=1,N-terminal,1,63
sp|Q9LD43|ACCA_ARATH Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CAC3 PE=1 SV=1,C-terminal,735,769
sp|Q9LDM5|CRK31_ARATH Putative cysteine-rich receptor-like protein kinase 31 OS=Arabidopsis thaliana OX=3702 GN=CRK31 PE=3 SV=1,middle,252,322
sp|Q9LDM5|CRK31_ARATH Putative cysteine-rich receptor-like protein kinase 31 OS=Arabidopsis thaliana OX=3702 GN=CRK31 PE=3 SV=1,C-terminal,621,666
tr|Q9LFD8|Q9LFD8_ARATH N-alpha-acetyltransferase 60 OS=Arabidopsis thaliana OX=3702 GN=At5g16800 PE=1 SV=1,C-terminal,233,273
tr|Q9LHM2|Q9LHM2_ARATH ECA1 gametogenesis family protein (DUF784) OS=Arabidopsis thaliana OX=3702 GN=MEC18.12 PE=1 SV=1,N-terminal,1,63
sp|Q9LJX0|AB19B_ARATH ABC transporter B family member 19 OS=Arabidopsis thaliana OX=3702 GN=ABCB19 PE=1 SV=1,middle,604,666
sp|Q9LPT1|PRK5_ARATH Pollen receptor-like kinase 5 OS=Arabidopsis thaliana OX=3702 GN=PRK5 PE=1 SV=1,N-terminal,1,35
sp|Q9LPT1|PRK5_ARATH Pollen receptor-like kinase 5 OS=Arabidopsis thaliana OX=3702 GN=PRK5 PE=1 SV=1,middle,249,356
sp|Q9LPT1|PRK5_ARATH Pollen receptor-like kinase 5 OS=Arabidopsis thaliana OX=3702 GN=PRK5 PE=1 SV=1,C-terminal,650,686
tr|Q9LUJ9|Q9LUJ9_ARATH At5g40080 OS=Arabidopsis thaliana OX=3702 GN=MUD12.5 PE=1 SV=1,IDP,1,94
sp|Q9LUL6|ATL61_ARATH Putative RING-H2 finger protein ATL61 OS=Arabidopsis thaliana OX=3702 GN=ATL61 PE=3 SV=1,C-terminal,140,204
sp|Q9LW12|LEA29_ARATH Late embryogenesis abundant protein 29 OS=Arabidopsis thaliana OX=3702 GN=LEA29 PE=2 SV=1,IDP,1,225
tr|Q9M0I4|Q9M0I4_ARATH At4g28230 OS=Arabidopsis thaliana OX=3702 GN=At4g28230 PE=1 SV=1,N-terminal,1,97
tr|Q9M0I4|Q9M0I4_ARATH At4g28230 OS=Arabidopsis thaliana OX=3702 GN=At4g28230 PE=1 SV=1,C-terminal,141,402
tr|Q9M875|Q9M875_ARATH F16B3.30 protein OS=Arabidopsis thaliana OX=3702 GN=At3g02670 PE=1 SV=1,IDP,1,217
sp|Q9M8R7|P2C33_ARATH Probable protein phosphatase 2C 33 OS=Arabidopsis thaliana OX=3702 GN=PPC6-1 PE=1 SV=1,N-terminal,1,48
sp|Q9M8R7|P2C33_ARATH Probable protein phosphatase 2C 33 OS=Arabidopsis thaliana OX=3702 GN=PPC6-1 PE=1 SV=1,middle,146,182
sp|Q9M8R7|P2C33_ARATH Probable protein phosphatase 2C 33 OS=Arabidopsis thaliana OX=3702 GN=PPC6-1 PE=1 SV=1,C-terminal,396,492
tr|Q9SGN5|Q9SGN5_ARATH At1g28375 OS=Arabidopsis thaliana OX=3702 GN=At1g28375 PE=2 SV=1,IDP,1,102
tr|Q9SJJ2|Q9SJJ2_ARATH Eukaryotic aspartyl protease family protein OS=Arabidopsis thaliana OX=3702 GN=At2g28010 PE=1 SV=1,N-terminal,1,54
sp|Q9SJK6|WBC30_ARATH Putative white-brown complex homolog protein 30 OS=Arabidopsis thaliana OX=3702 GN=WBC30 PE=1 SV=3,N-terminal,1,36
sp|Q9SJK6|WBC30_ARATH Putative white-brown complex homolog protein 30 OS=Arabidopsis thaliana OX=3702 GN=WBC30 PE=1 SV=3,middle,327,440
sp|Q9SJK6|WBC30_ARATH Putative white-brown complex homolog protein 30 OS=Arabidopsis thaliana OX=3702 GN=WBC30 PE=1 SV=3,middle,775,832
tr|Q9SKJ6|Q9SKJ6_ARATH AFG1-like ATPase family protein OS=Arabidopsis thaliana OX=3702 GN=At2g25530 PE=1 SV=1,N-terminal,1,119
tr|Q9SNA5|Q9SNA5_ARATH Uncharacterized protein F18L15.30 OS=Arabidopsis thaliana OX=3702 GN=F18L15.30 PE=4 SV=1,IDP,1,124
sp|Q9SZA4|CDC21_ARATH Cell division cycle 20.1; cofactor of APC complex OS=Arabidopsis thaliana OX=3702 GN=CDC20-1 PE=1 SV=1,N-terminal,1,122
sp|Q9SZM1|EXP20_ARATH Expansin-A20 OS=Arabidopsis thaliana OX=3702 GN=EXPA20 PE=2 SV=1,N-terminal,1,31
sp|Q9ZR04|CCD61_ARATH Putative cyclin-D6-1 OS=Arabidopsis thaliana OX=3702 GN=CYCD6-1 PE=3 SV=1,C-terminal,258,302
tr|Q9ZUJ8|Q9ZUJ8_ARATH Plant basic secretory protein (BSP) family protein OS=Arabidopsis thaliana OX=3702 GN=At2g15130 PE=2 SV=1,N-terminal,1,32
tr|Q9ZVA7|Q9ZVA7_ARATH F9K20.7 protein OS=Arabidopsis thaliana OX=3702 GN=SHOU4 PE=1 SV=1,N-terminal,1,201
sp|A0A178VEK7|DUO1_ARATH Transcription factor DUO1 OS=Arabidopsis thaliana OX=3702 GN=DUO1 PE=1 SV=1,C-terminal,119,300
tr|A0A1P8AQV3|A0A1P8AQV3_ARATH RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=BTL06 PE=1 SV=1,middle,41,150
tr|A0A1P8AQV3|A0A1P8AQV3_ARATH RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=BTL06 PE=1 SV=1,C-terminal,235,318
tr|A0A1P8ASI0|A0A1P8ASI0_ARATH 2-thiocytidine tRNA biosynthesis protein; TtcA OS=Arabidopsis thaliana OX=3702 GN=At1g76170 PE=4 SV=1,C-terminal,329,365
tr|A0A219HZL6|A0A219HZL6_ARATH Acclimation of photosynthesis to environment OS=Arabidopsis thaliana OX=3702 GN=APE1 PE=1 SV=1,N-terminal,1,82
tr|A0A219HZL6|A0A219HZL6_ARATH Acclimation of photosynthesis to environment OS=Arabidopsis thaliana OX=3702 GN=APE1 PE=1 SV=1,middle,269,300
tr|B3H6H3|B3H6H3_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At4g26055 PE=3 SV=1,IDP,1,62
sp|B3H6Z8|KN14J_ARATH Kinesin-like protein KIN-14J OS=Arabidopsis thaliana OX=3702 GN=KIN14J PE=1 SV=1,N-terminal,1,41
sp|B3H6Z8|KN14J_ARATH Kinesin-like protein KIN-14J OS=Arabidopsis thaliana OX=3702 GN=KIN14J PE=1 SV=1,middle,141,205
sp|B3H6Z8|KN14J_ARATH Kinesin-like protein KIN-14J OS=Arabidopsis thaliana OX=3702 GN=KIN14J PE=1 SV=1,C-terminal,837,1071
tr|F4HSH8|F4HSH8_ARATH Glycosyltransferase OS=Arabidopsis thaliana OX=3702 GN=At1g07850 PE=1 SV=1,N-terminal,1,117
tr|F4HTF3|F4HTF3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g53935 PE=4 SV=1,N-terminal,1,99
tr|F4I270|F4I270_ARATH ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase OS=Arabidopsis thaliana OX=3702 GN=At1g69550 PE=1 SV=1,N-terminal,1,87
tr|F4I552|F4I552_ARATH Disease resistance protein (TIR-NBS-LRR class) family OS=Arabidopsis thaliana OX=3702 GN=At1g56520 PE=4 SV=1,C-terminal,982,1117
tr|F4IED7|F4IED7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g43970 PE=4 SV=1,N-terminal,1,120
tr|F4IED7|F4IED7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g43970 PE=4 SV=1,C-terminal,182,239
tr|F4IPG3|F4IPG3_ARATH Ulp1 protease family protein OS=Arabidopsis thaliana OX=3702 GN=At2g10260 PE=4 SV=1,middle,279,398
sp|F4J7T6|RLP39_ARATH Receptor-like protein 39 OS=Arabidopsis thaliana OX=3702 GN=RLP39 PE=3 SV=1,C-terminal,821,884
tr|F4JL01|F4JL01_ARATH Lipase class 3 family protein OS=Arabidopsis thaliana OX=3702 GN=DL4075C PE=1 SV=1,N-terminal,1,51
tr|F4JL01|F4JL01_ARATH Lipase class 3 family protein OS=Arabidopsis thaliana OX=3702 GN=DL4075C PE=1 SV=1,middle,369,587
tr|F4K464|F4K464_ARATH Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g20190 PE=1 SV=1,N-terminal,1,159
sp|F4KEA4|DUF8_ARATH DUF724 domain-containing protein 8 OS=Arabidopsis thaliana OX=3702 GN=DUF8 PE=2 SV=1,middle,147,246
tr|O23088|O23088_ARATH AT4g00890 protein OS=Arabidopsis thaliana OX=3702 GN=A_TM018A10.5 PE=1 SV=1,IDP,1,431
tr|O49578|O49578_ARATH Uncharacterized protein AT4g31280 OS=Arabidopsis thaliana OX=3702 GN=At4g31280 PE=4 SV=1,IDP,1,53
sp|O81323|LBD30_ARATH LOB domain-containing protein 30 OS=Arabidopsis thaliana OX=3702 GN=LBD30 PE=1 SV=1,C-terminal,122,228
sp|O81852|AKH2_ARATH Bifunctional aspartokinase/homoserine dehydrogenase 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AKHSDH2 PE=1 SV=1,N-terminal,1,73
sp|O82794|AGL24_ARATH MADS-box protein AGL24 OS=Arabidopsis thaliana OX=3702 GN=AGL24 PE=1 SV=1,C-terminal,187,220
sp|P84634|DCL4_ARATH Dicer-like protein 4 OS=Arabidopsis thaliana OX=3702 GN=DCL4 PE=1 SV=2,N-terminal,1,122
sp|P92969|RPOT1_ARATH DNA-directed RNA polymerase 1; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RPOT1 PE=2 SV=1,N-terminal,1,95
tr|Q1G3P8|Q1G3P8_ARATH Ta11-like non-LTR retrotransposon OS=Arabidopsis thaliana OX=3702 GN=At2g16676 PE=4 SV=1,C-terminal,96,218
tr|Q38958|Q38958_ARATH Pectin lyase-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=PGX1 PE=1 SV=1,N-terminal,1,63
sp|Q39247|2ABB_ARATH Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Arabidopsis thaliana OX=3702 GN=PP2AB2 PE=1 SV=1,middle,419,471
sp|Q42377|MT4B_ARATH Metallothionein-like protein 4B OS=Arabidopsis thaliana OX=3702 GN=MT4B PE=2 SV=2,N-terminal,1,32
tr|Q5BPW2|Q5BPW2_ARATH Homeobox Hox-B3-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g67035 PE=4 SV=1,C-terminal,85,229
tr|Q6NQK3|Q6NQK3_ARATH At1g12450 OS=Arabidopsis thaliana OX=3702 GN=At1g12450 PE=1 SV=1,N-terminal,1,51
sp|Q84JF4|NAGS1_ARATH Probable amino-acid acetyltransferase NAGS1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NAGS1 PE=2 SV=1,N-terminal,1,32
sp|Q8GZA6|PP113_ARATH Pentatricopeptide repeat-containing protein At1g71210; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g71210 PE=1 SV=1,N-terminal,1,54
sp|Q8LG95|PP332_ARATH Pentatricopeptide repeat-containing protein At4g21190 OS=Arabidopsis thaliana OX=3702 GN=EMB1417 PE=2 SV=1,N-terminal,1,51
sp|Q8LG95|PP332_ARATH Pentatricopeptide repeat-containing protein At4g21190 OS=Arabidopsis thaliana OX=3702 GN=EMB1417 PE=2 SV=1,C-terminal,245,307
sp|Q8LRK9|TAF1_ARATH Transcription initiation factor TFIID subunit 1 OS=Arabidopsis thaliana OX=3702 GN=TAF1 PE=1 SV=1,N-terminal,1,635
sp|Q8LRK9|TAF1_ARATH Transcription initiation factor TFIID subunit 1 OS=Arabidopsis thaliana OX=3702 GN=TAF1 PE=1 SV=1,middle,1070,1111
sp|Q8LRK9|TAF1_ARATH Transcription initiation factor TFIID subunit 1 OS=Arabidopsis thaliana OX=3702 GN=TAF1 PE=1 SV=1,middle,1198,1802
tr|Q8RWZ0|Q8RWZ0_ARATH Chaperone DnaJ-domain superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g69060 PE=1 SV=1,N-terminal,1,506
sp|Q8VYG9|PIRL9_ARATH Plant intracellular Ras-group-related LRR protein 9 OS=Arabidopsis thaliana OX=3702 GN=PIRL9 PE=2 SV=1,N-terminal,1,64
sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1,N-terminal,1,55
sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1,C-terminal,509,576
tr|Q9C573|Q9C573_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g22150 PE=4 SV=1,N-terminal,1,44
sp|Q9C6Z0|FBK17_ARATH F-box/kelch-repeat protein At1g30090 OS=Arabidopsis thaliana OX=3702 GN=At1g30090 PE=2 SV=1,N-terminal,1,40
tr|Q9C8B6|Q9C8B6_ARATH Uncharacterized protein F10O5.5 OS=Arabidopsis thaliana OX=3702 GN=At1g35880 PE=4 SV=1,IDP,1,222
sp|Q9CA59|NRP1_ARATH NAP1-related protein 1 OS=Arabidopsis thaliana OX=3702 GN=NRP1 PE=1 SV=1,C-terminal,225,256
sp|Q9FF75|SUN1_ARATH SUN domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=SUN1 PE=1 SV=1,N-terminal,1,104
