IDR ID, asphericity, scaling_exponent,Normalized Rg (A),Normalized Re (A)
sp|Q9ZU70|ATB21_ARATH Homeobox-leucine zipper protein ATHB-21 OS=Arabidopsis thaliana OX=3702 GN=ATHB-21 PE=2 SV=1_167_220,0.431,0.536,0.030601506924274942,0.0409640924741761
sp|Q9ZUF6|SBT18_ARATH Subtilisin-like protease SBT1.8 OS=Arabidopsis thaliana OX=3702 GN=SBT1.8 PE=1 SV=1_145_212,0.409,0.539,0.04112472113482341,0.053871126414166255
sp|Q9ZUS0|H2B4_ARATH Histone H2B.4 OS=Arabidopsis thaliana OX=3702 GN=At2g37470 PE=1 SV=3_1_47,0.485,0.637,0.03561055688849602,0.05133300541072307
sp|Q9ZW21|P2C24_ARATH Probable protein phosphatase 2C 24 OS=Arabidopsis thaliana OX=3702 GN=At2g29380 PE=1 SV=1_1_106,0.396,0.525,0.06650671381066632,0.08029513034923759
sp|A0A178U9T0|SOP16_ARATH Serine rich endogenous peptide 16 OS=Arabidopsis thaliana OX=3702 GN=PROSCOOP16 PE=3 SV=1_1_74,0.45,0.556,0.06553857810329587,0.08184948352188885
tr|A0A1I9LN13|A0A1I9LN13_ARATH RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=At3g58720 PE=4 SV=1_1_170,0.4,0.51,0.10051774213915897,0.11043777668470244
tr|A0A1I9LN13|A0A1I9LN13_ARATH RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=At3g58720 PE=4 SV=1_220_317,0.444,0.556,0.07294692090752199,0.08710280373831777
tr|A0A1P8B118|A0A1P8B118_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g03140 PE=1 SV=1_1_58,0.42,0.511,0.034558235467441176,0.0423413674372848
tr|A0A1P8B118|A0A1P8B118_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g03140 PE=1 SV=1_495_1210,0.436,0.583,0.35943090457549354,0.4086965076242007
tr|A0A1P8B118|A0A1P8B118_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g03140 PE=1 SV=1_1326_1461,0.43,0.566,0.09727659216231006,0.11578947368421054
tr|A0A1P8B118|A0A1P8B118_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g03140 PE=1 SV=1_1817_1888,0.441,0.563,0.04962747821694659,0.06282341367437286
sp|C0SUW7|ARID6_ARATH AT-rich interactive domain-containing protein 6 OS=Arabidopsis thaliana OX=3702 GN=ARID6 PE=1 SV=1_1_101,0.415,0.538,0.07138948520436082,0.08560747663551403
sp|C0SUW7|ARID6_ARATH AT-rich interactive domain-containing protein 6 OS=Arabidopsis thaliana OX=3702 GN=ARID6 PE=1 SV=1_207_296,0.445,0.566,0.0632234709769752,0.08051155927201181
tr|F4HR54|F4HR54_ARATH Disease resistance protein (TIR-NBS-LRR class) OS=Arabidopsis thaliana OX=3702 GN=At1g27180 PE=4 SV=1_1525_1556,0.439,0.566,0.004630214252641325,0.014638465322183967
tr|F4HTN4|F4HTN4_ARATH Zinc finger CONSTANS-like protein (DUF3537) OS=Arabidopsis thaliana OX=3702 GN=At1g67570 PE=1 SV=1_1_49,0.451,0.57,0.028623142652691835,0.03834727004426955
tr|F4HTN4|F4HTN4_ARATH Zinc finger CONSTANS-like protein (DUF3537) OS=Arabidopsis thaliana OX=3702 GN=At1g67570 PE=1 SV=1_342_391,0.466,0.552,0.03135917834743443,0.04320708312838171
tr|F4J4V4|F4J4V4_ARATH Ankyrin repeat family protein OS=Arabidopsis thaliana OX=3702 GN=TPR10 PE=1 SV=1_295_327,0.474,0.61,0.010944142778970408,0.02217412690605017
tr|F4JGI4|F4JGI4_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g05632 PE=4 SV=1_1_103,0.435,0.551,0.07332575661910175,0.08617806197737336
sp|F4JIN3|DNJ29_ARATH DnaJ protein ERDJ2B OS=Arabidopsis thaliana OX=3702 GN=ERDJ2B PE=1 SV=1_605_661,0.4,0.586,0.029633371216904496,0.04629611411706838
tr|O04191|O04191_ARATH At2g39870/T5I7.17 OS=Arabidopsis thaliana OX=3702 GN=At2g39870 PE=1 SV=1_1_134,0.415,0.534,0.0934461421896704,0.11187407771765863
tr|O04191|O04191_ARATH At2g39870/T5I7.17 OS=Arabidopsis thaliana OX=3702 GN=At2g39870 PE=1 SV=1_220_280,0.438,0.552,0.04769120680220567,0.05975405804230202
sp|O22256|PME20_ARATH Probable pectinesterase/pectinesterase inhibitor 20 OS=Arabidopsis thaliana OX=3702 GN=PME20 PE=2 SV=2_1_34,0.456,0.591,0.012922507050553516,0.02242990654205608
tr|O23504|O23504_ARATH C2H2-like zinc finger protein OS=Arabidopsis thaliana OX=3702 GN=dl4330c PE=2 SV=1_1_204,0.428,0.552,0.1369701561644989,0.15822921790457453
sp|O49323|CSLD1_ARATH Cellulose synthase-like protein D1 OS=Arabidopsis thaliana OX=3702 GN=CSLD1 PE=2 SV=1_1_131,0.415,0.529,0.08582733510123333,0.09827840629611412
sp|O49323|CSLD1_ARATH Cellulose synthase-like protein D1 OS=Arabidopsis thaliana OX=3702 GN=CSLD1 PE=2 SV=1_615_676,0.452,0.546,0.040619606852717094,0.052848007870142655
sp|O80341|EF102_ARATH Ethylene-responsive transcription factor 5 OS=Arabidopsis thaliana OX=3702 GN=ERF5 PE=2 SV=1_1_158,0.414,0.551,0.1105779349244433,0.12342351205115594
sp|O80996|BRIZ2_ARATH BRAP2 RING ZnF UBP domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=BRIZ2 PE=1 SV=1_1_58,0.438,0.563,0.0343898640400724,0.045607476635514024
sp|O80996|BRIZ2_ARATH BRAP2 RING ZnF UBP domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=BRIZ2 PE=1 SV=1_431_479,0.419,0.545,0.023277349833733214,0.03146089522872602
sp|P27521|CA4_ARATH Chlorophyll a-b binding protein 4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCA4 PE=1 SV=1_1_60,0.429,0.563,0.03763101401692133,0.05025086079685195
sp|Q06BH3|SRF1_ARATH Protein STRUBBELIG-RECEPTOR FAMILY 1 OS=Arabidopsis thaliana OX=3702 GN=SRF1 PE=1 SV=2_250_469,0.416,0.546,0.14458896325293596,0.17015248401377275
tr|Q1G3R8|Q1G3R8_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g40711 PE=4 SV=1_1_36,0.461,0.578,0.012417392768447184,0.02370880472208559
tr|Q1PE83|Q1PE83_ARATH ARM repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=DL3180W PE=1 SV=1_1_45,0.456,0.58,0.031022435492696888,0.04358091490408264
tr|Q1PEH0|Q1PEH0_ARATH 60S acidic ribosomal protein-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g49460 PE=2 SV=1_1_35,0.449,0.566,0.009681357073704587,0.01837678307919331
tr|Q1PFB1|Q1PFB1_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g01560 PE=2 SV=1_79_205,0.424,0.539,0.0907942922086122,0.1042793900639449
tr|Q3EC41|Q3EC41_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g07787 PE=4 SV=1_1_105,0.407,0.518,0.07037925664014816,0.07836694540088539
sp|Q42533|BCCP1_ARATH Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=BCCP1 PE=1 SV=2_1_106,0.434,0.561,0.07841899229700718,0.09109690113133302
sp|Q42533|BCCP1_ARATH Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=BCCP1 PE=1 SV=2_145_218,0.455,0.564,0.0625920781243423,0.07529758976881458
tr|Q4PS45|Q4PS45_ARATH At1g14260 OS=Arabidopsis thaliana OX=3702 GN=At1g14260 PE=2 SV=1_1_52,0.446,0.546,0.030180578355853013,0.04108214461387112
tr|Q58G02|Q58G02_ARATH F-box/LRR protein OS=Arabidopsis thaliana OX=3702 GN=At2g30615 PE=4 SV=1_144_190,0.414,0.535,0.02357199983162857,0.03134284308903099
sp|Q5G5E0|PIRL5_ARATH Plant intracellular Ras-group-related LRR protein 5 OS=Arabidopsis thaliana OX=3702 GN=PIRL5 PE=2 SV=1_110_178,0.423,0.567,0.04979584964431536,0.06398425971470732
tr|Q682E1|Q682E1_ARATH Mitochondrial ATP synthase D chain-related protein OS=Arabidopsis thaliana OX=3702 GN=At2g38580 PE=1 SV=1_1_83,0.411,0.522,0.050679799638001434,0.06292179045745204
tr|Q682E1|Q682E1_ARATH Mitochondrial ATP synthase D chain-related protein OS=Arabidopsis thaliana OX=3702 GN=At2g38580 PE=1 SV=1_373_482,0.436,0.567,0.08267037083806879,0.09947860304968029
sp|Q6NKS4|LIL32_ARATH Light-harvesting complex-like protein 3 isotype 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LIL3.2 PE=1 SV=1_1_95,0.433,0.571,0.07639853516858189,0.09269060501721593
sp|Q6NKT5|RGAP5_ARATH Rho GTPase-activating protein 5 OS=Arabidopsis thaliana OX=3702 GN=ROPGAP5 PE=2 SV=1_227_331,0.474,0.594,0.08797407080018521,0.107073290703394
tr|Q84WU1|Q84WU1_ARATH polynucleotide adenylyltransferase OS=Arabidopsis thaliana OX=3702 GN=TRL PE=1 SV=1_1_107,0.4,0.519,0.07311529233489077,0.08785046728971964
tr|Q84WU1|Q84WU1_ARATH polynucleotide adenylyltransferase OS=Arabidopsis thaliana OX=3702 GN=TRL PE=1 SV=1_426_530,0.36,0.479,0.060529528139074806,0.07293654697491393
tr|Q8GUK5|Q8GUK5_ARATH At3g05625 OS=Arabidopsis thaliana OX=3702 GN=At3g05625 PE=1 SV=1_1_64,0.433,0.534,0.04571284253062254,0.05511067388096409
tr|Q8L742|Q8L742_ARATH Amine oxidase OS=Arabidopsis thaliana OX=3702 GN=CUAO PE=1 SV=1_1_83,0.414,0.53,0.05741465673275245,0.06809640924741761
tr|Q8LC42|Q8LC42_ARATH Uncharacterized protein At1g05430 OS=Arabidopsis thaliana OX=3702 GN=At1g05430 PE=1 SV=1_1_47,0.435,0.536,0.023950835543208315,0.033467781603541566
tr|Q8LC42|Q8LC42_ARATH Uncharacterized protein At1g05430 OS=Arabidopsis thaliana OX=3702 GN=At1g05430 PE=1 SV=1_137_269,0.403,0.515,0.08321757797701729,0.09656665027053615
sp|Q8LD43|AGP40_ARATH Arabinogalactan protein 40 OS=Arabidopsis thaliana OX=3702 GN=AGP40 PE=1 SV=1_1_62,0.444,0.576,0.04226122826956266,0.054461387112641424
sp|Q8RXX5|RK192_ARATH Large ribosomal subunit protein bL19cy OS=Arabidopsis thaliana OX=3702 GN=At5g47190 PE=2 SV=1_1_107,0.397,0.533,0.07214715662752032,0.09029021151008362
sp|Q8VYD8|ORLIK_ARATH Protein ORANGE-LIKE; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ORLIKE PE=1 SV=1_1_74,0.424,0.541,0.052068863913793825,0.06327594687653713
sp|Q8VZ13|Y1816_ARATH Uncharacterized protein At1g08160 OS=Arabidopsis thaliana OX=3702 GN=At1g08160 PE=2 SV=1_1_32,0.486,0.567,0.01574272845898051,0.02813575996064929
sp|Q93ZX7|GAUT4_ARATH Probable galacturonosyltransferase 4 OS=Arabidopsis thaliana OX=3702 GN=GAUT4 PE=2 SV=1_1_157,0.415,0.546,0.10325377783390156,0.12293162813575997
tr|Q94BV1|Q94BV1_ARATH At5g54141/$At5g54141 OS=Arabidopsis thaliana OX=3702 GN=At5g54145 PE=2 SV=1_1_63,0.436,0.549,0.04125099970535,0.0542449581898672
tr|Q94K76|Q94K76_ARATH Curculin-like (Mannose-binding) lectin family protein OS=Arabidopsis thaliana OX=3702 GN=At5g18470 PE=1 SV=1_1_33,0.451,0.585,0.013427621332659847,0.024771273979340876
tr|Q94K76|Q94K76_ARATH Curculin-like (Mannose-binding) lectin family protein OS=Arabidopsis thaliana OX=3702 GN=At5g18470 PE=1 SV=1_298_353,0.39,0.571,0.02992802121479984,0.03220855878012789
sp|Q9C7C4|EML1_ARATH Protein EMSY-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=EML1 PE=1 SV=1_74_131,0.433,0.538,0.03535799974744286,0.04446630595179538
sp|Q9C7C4|EML1_ARATH Protein EMSY-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=EML1 PE=1 SV=1_197_267,0.435,0.52,0.04423959254114577,0.053930152484013776
sp|Q9C7W0|SAQR_ARATH Senescence-associated and QQS-related protein OS=Arabidopsis thaliana OX=3702 GN=SAQR PE=2 SV=1_1_85,0.405,0.527,0.05190049248642505,0.06201672405312346
tr|Q9C965|Q9C965_ARATH AT1G80400 protein OS=Arabidopsis thaliana OX=3702 GN=At1g80400 PE=1 SV=1_1_101,0.408,0.533,0.07054762806751694,0.08251844564682738
tr|Q9C965|Q9C965_ARATH AT1G80400 protein OS=Arabidopsis thaliana OX=3702 GN=At1g80400 PE=1 SV=1_164_214,0.443,0.558,0.028118028370585503,0.038583374323659624
sp|Q9FHN5|PME59_ARATH Probable pectinesterase/pectinesterase inhibitor 59 OS=Arabidopsis thaliana OX=3702 GN=PME59 PE=2 SV=1_1_35,0.462,0.574,0.014311571326345921,0.024161337924249886
tr|Q9FM60|Q9FM60_ARATH At5g55790 OS=Arabidopsis thaliana OX=3702 GN=MDF20.23 PE=2 SV=1_1_86,0.394,0.49,0.05312118533484868,0.05062469257255288
tr|Q9FM60|Q9FM60_ARATH At5g55790 OS=Arabidopsis thaliana OX=3702 GN=MDF20.23 PE=2 SV=1_137_191,0.435,0.517,0.040745885423243665,0.050270536153467785
sp|Q9FNK4|OAT_ARATH Ornithine aminotransferase; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=DELTA-OAT PE=1 SV=1_1_42,0.434,0.569,0.01940480700425137,0.03022134776192819
sp|Q9LKA9|B3GTD_ARATH Probable beta-1;3-galactosyltransferase 13 OS=Arabidopsis thaliana OX=3702 GN=B3GALT13 PE=2 SV=1_1_51,0.419,0.54,0.027570821231636986,0.03742252828332514
sp|Q9LPC5|BIG3_ARATH Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Arabidopsis thaliana OX=3702 GN=BIG3 PE=1 SV=1_43_78,0.461,0.572,0.013595992760028618,0.024535169699950815
sp|Q9LPC5|BIG3_ARATH Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Arabidopsis thaliana OX=3702 GN=BIG3 PE=1 SV=1_216_330,0.421,0.562,0.08203897798543586,0.10331529758976883
sp|Q9LPC5|BIG3_ARATH Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Arabidopsis thaliana OX=3702 GN=BIG3 PE=1 SV=1_563_604,0.428,0.564,0.016879235593719746,0.027742252828332523
sp|Q9LPC5|BIG3_ARATH Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Arabidopsis thaliana OX=3702 GN=BIG3 PE=1 SV=1_981_1043,0.435,0.559,0.04137727827587658,0.052867683226758486
sp|Q9LQC0|HMOX4_ARATH Heme oxygenase 4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HO4 PE=1 SV=1_1_58,0.439,0.549,0.036620785452708665,0.047515986227250374
tr|Q9LSN1|Q9LSN1_ARATH At3g17160 OS=Arabidopsis thaliana OX=3702 GN=At3g17160 PE=1 SV=1_1_165,0.499,0.621,0.1493033632192617,0.15881947860304968
tr|Q9LUZ1|Q9LUZ1_ARATH 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=MZN1.11 PE=1 SV=1_109_154,0.47,0.562,0.025508271246369493,0.03521888834235121
sp|Q9LX34|CCAP3_ARATH Cytosolic calcium-binding protein 3 OS=Arabidopsis thaliana OX=3702 GN=CCaP3 PE=1 SV=1_1_95,0.46,0.601,0.08031317085490591,0.09906542056074769
tr|Q9M082|Q9M082_ARATH Protein SDA1 OS=Arabidopsis thaliana OX=3702 GN=At4g31520 PE=3 SV=1_200_264,0.441,0.555,0.043229363976933104,0.05290703393999017
tr|Q9M082|Q9M082_ARATH Protein SDA1 OS=Arabidopsis thaliana OX=3702 GN=At4g31520 PE=3 SV=1_420_539,0.458,0.588,0.09874984215178685,0.10317757009345797
tr|Q9M082|Q9M082_ARATH Protein SDA1 OS=Arabidopsis thaliana OX=3702 GN=At4g31520 PE=3 SV=1_630_698,0.478,0.613,0.055899313886433474,0.0757697983275947
tr|Q9M170|Q9M170_ARATH Uncharacterized protein At3g45730 OS=Arabidopsis thaliana OX=3702 GN=T6D9_60 PE=2 SV=1_1_72,0.443,0.566,0.05147956391800311,0.0636694540088539
sp|Q9M391|ATX3H_ARATH Ataxin-3 homolog OS=Arabidopsis thaliana OX=3702 GN=At3g54130 PE=1 SV=1_183_280,0.411,0.538,0.06103464242118112,0.07453025086079687
tr|Q9SAI9|Q9SAI9_ARATH F23A5.4 protein OS=Arabidopsis thaliana OX=3702 GN=At1g80690 PE=1 SV=1_159_231,0.446,0.565,0.053878856758008166,0.06581406787998033
tr|Q9SLV3|Q9SLV3_ARATH At1g58270/F19C14_8 OS=Arabidopsis thaliana OX=3702 GN=ZW9 PE=1 SV=1_1_94,0.428,0.523,0.06019278528433725,0.06988686669945894
sp|Q9SMM5|SWT11_ARATH Bidirectional sugar transporter SWEET11 OS=Arabidopsis thaliana OX=3702 GN=SWEET11 PE=1 SV=1_221_289,0.434,0.567,0.049164456791682444,0.06278406296114117
sp|Q9SN86|MDHP_ARATH Malate dehydrogenase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g47520 PE=1 SV=1_1_74,0.439,0.574,0.05303699962116429,0.06679783571077226
sp|Q9SNB8|SCL30_ARATH Scarecrow-like protein 30 OS=Arabidopsis thaliana OX=3702 GN=SCL30 PE=1 SV=1_1_206,0.417,0.549,0.1312034347771183,0.146463354648303
tr|Q9SNC4|Q9SNC4_ARATH ENTH/VHS family protein OS=Arabidopsis thaliana OX=3702 GN=F12A12.60 PE=1 SV=1_178_307,0.439,0.556,0.09247800648229995,0.1066601082144614
sp|Q9SUF1|WTR31_ARATH WAT1-related protein At4g08290 OS=Arabidopsis thaliana OX=3702 GN=At4g08290 PE=2 SV=1_342_384,0.452,0.576,0.02167782127372985,0.03342843089030988
sp|Q9XIK6|SNL6_ARATH Paired amphipathic helix protein Sin3-like 6 OS=Arabidopsis thaliana OX=3702 GN=SNL6 PE=3 SV=2_1_80,0.4,0.517,0.04697562823588836,0.058258730939498286
sp|Q9XIK6|SNL6_ARATH Paired amphipathic helix protein Sin3-like 6 OS=Arabidopsis thaliana OX=3702 GN=SNL6 PE=3 SV=2_230_353,0.41,0.536,0.07985014942964179,0.09839645843580916
sp|Q9XIK6|SNL6_ARATH Paired amphipathic helix protein Sin3-like 6 OS=Arabidopsis thaliana OX=3702 GN=SNL6 PE=3 SV=2_647_887,0.416,0.553,0.1486719703666288,0.17070339399901624
sp|Q9XIK6|SNL6_ARATH Paired amphipathic helix protein Sin3-like 6 OS=Arabidopsis thaliana OX=3702 GN=SNL6 PE=3 SV=2_1132_1173,0.438,0.546,0.022603864124258112,0.03273979340875554
sp|Q9ZUM0|C3H17_ARATH Zinc finger CCCH domain-containing protein 17 OS=Arabidopsis thaliana OX=3702 GN=At2g02160 PE=1 SV=1_91_669,0.372,0.489,0.23256303405312118,0.2738219380226266
tr|A0A1I9LN71|A0A1I9LN71_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At3g46190 PE=4 SV=1_1_39,0.45,0.588,0.015700635602138312,0.02636497786522381
tr|A0A1I9LTS9|A0A1I9LTS9_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g29645 PE=4 SV=1_1_39,0.449,0.541,0.016289935597929028,0.02671913428430891
tr|A0A1P8APT0|A0A1P8APT0_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g07902 PE=4 SV=1_1_73,0.457,0.569,0.06019278528433725,0.07517953762911954
tr|A0A1P8AV59|A0A1P8AV59_ARATH Leucine-rich repeat extensin-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=At1g02705 PE=4 SV=1_1_141,0.462,0.568,0.13650713473923476,0.1499262174126906
tr|F4IR95|F4IR95_ARATH Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=At2g02690 PE=4 SV=1_1_118,0.438,0.557,0.08338594940438605,0.096586325627152
tr|F4IUR7|F4IUR7_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At2g32870 PE=1 SV=1_1_95,0.408,0.495,0.06073999242328576,0.07600590260698477
tr|F4J1N5|F4J1N5_ARATH Eukaryotic translation initiation factor 3 subunit C OS=Arabidopsis thaliana OX=3702 GN=TIF3C2 PE=1 SV=1_1_53,0.437,0.557,0.02946499978953571,0.03878012788981801
tr|F4J1N5|F4J1N5_ARATH Eukaryotic translation initiation factor 3 subunit C OS=Arabidopsis thaliana OX=3702 GN=TIF3C2 PE=1 SV=1_151_230,0.377,0.421,0.0377993854442901,0.050093457943925244
tr|F4J1N5|F4J1N5_ARATH Eukaryotic translation initiation factor 3 subunit C OS=Arabidopsis thaliana OX=3702 GN=TIF3C2 PE=1 SV=1_754_805,0.428,0.561,0.02584501410110704,0.03673389080177078
tr|F4JDY6|F4JDY6_ARATH Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=At3g48400 PE=4 SV=1_345_388,0.434,0.541,0.020920149850570363,0.03151992129857353
tr|F4K172|F4K172_ARATH Glyoxal oxidase-related protein OS=Arabidopsis thaliana OX=3702 GN=At5g19580 PE=1 SV=1_1_69,0.436,0.54,0.046302142526413265,0.058298081652729955
sp|O81069|Y2899_ARATH Probable leucine-rich repeat receptor-like protein kinase At2g28990 OS=Arabidopsis thaliana OX=3702 GN=At2g28990 PE=1 SV=1_502_564,0.454,0.559,0.044576335395883314,0.059734382685686184
sp|P30182|TOP2_ARATH DNA topoisomerase 2 OS=Arabidopsis thaliana OX=3702 GN=TOP2 PE=2 SV=2_1191_1473,0.436,0.553,0.17279117733720586,0.17997048696507623
sp|P37106|SR541_ARATH Signal recognition particle subunit SRP54 1 OS=Arabidopsis thaliana OX=3702 GN=SRP-54A PE=2 SV=1_434_479,0.449,0.597,0.026223849812686783,0.04114117068371864
sp|P42158|CKL1_ARATH Casein kinase 1-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=CKL1 PE=2 SV=2_300_450,0.407,0.538,0.09917077072020876,0.11763895720609938
sp|P52410|KASC1_ARATH 3-oxoacyl-[acyl-carrier-protein] synthase I; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=KAS1 PE=1 SV=2_1_59,0.43,0.557,0.041629835416929745,0.05294638465322184
sp|P59169|H33_ARATH Histone H3.3 OS=Arabidopsis thaliana OX=3702 GN=HTR4 PE=1 SV=2_1_41,0.473,0.604,0.02651849981058214,0.041357599606492865
sp|P92529|M920_ARATH Uncharacterized mitochondrial protein AtMg00920 OS=Arabidopsis thaliana OX=3702 GN=AtMg00920 PE=2 SV=1_1_90,0.43,0.545,0.06238161384013133,0.08007870142646337
sp|P92529|M920_ARATH Uncharacterized mitochondrial protein AtMg00920 OS=Arabidopsis thaliana OX=3702 GN=AtMg00920 PE=2 SV=1_145_215,0.423,0.542,0.04962747821694659,0.06595179537629119
sp|Q0WP44|HASTY_ARATH Protein HASTY 1 OS=Arabidopsis thaliana OX=3702 GN=HST1 PE=1 SV=1_380_412,0.438,0.625,0.00656648566738224,0.01999016232169208
sp|Q0WRB2|P2C73_ARATH Probable protein phosphatase 2C 73 OS=Arabidopsis thaliana OX=3702 GN=PPC6-7 PE=2 SV=1_1_42,0.433,0.587,0.016037378456875872,0.026325627151992128
tr|Q6DSS7|Q6DSS7_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At2g10608 PE=2 SV=1_57_92,0.45,0.557,0.012122742770551842,0.02284308903098869
sp|Q6IM86|DVL15_ARATH Small polypeptide DEVIL 15 OS=Arabidopsis thaliana OX=3702 GN=DVL15 PE=2 SV=1_1_144,0.45,0.576,0.10519004924864249,0.12196753566158389
sp|Q6NM26|DI196_ARATH Protein DEHYDRATION-INDUCED 19 homolog 6 OS=Arabidopsis thaliana OX=3702 GN=DI19-6 PE=1 SV=1_1_35,0.422,0.536,0.007113692806330764,0.014874569601574026
sp|Q6NM26|DI196_ARATH Protein DEHYDRATION-INDUCED 19 homolog 6 OS=Arabidopsis thaliana OX=3702 GN=DI19-6 PE=1 SV=1_106_222,0.426,0.553,0.0804394494254325,0.09587801278898181
sp|Q6R8G5|PHO15_ARATH Phosphate transporter PHO1 homolog 5 OS=Arabidopsis thaliana OX=3702 GN=PHO1-H5 PE=2 SV=2_39_107,0.391,0.526,0.03897798543587153,0.05080177078209543
sp|Q6R8G5|PHO15_ARATH Phosphate transporter PHO1 homolog 5 OS=Arabidopsis thaliana OX=3702 GN=PHO1-H5 PE=2 SV=2_196_299,0.419,0.558,0.07193669234330932,0.08755533694048205
sp|Q7XHI5|BH133_ARATH Transcription factor bHLH133 OS=Arabidopsis thaliana OX=3702 GN=BHLH133 PE=1 SV=1_1_221,0.366,0.498,0.11802837058551163,0.14036399409739303
sp|Q7XHI5|BH133_ARATH Transcription factor bHLH133 OS=Arabidopsis thaliana OX=3702 GN=BHLH133 PE=1 SV=1_296_362,0.431,0.545,0.04310308540640653,0.0532808657156911
sp|Q84M91|TANB_ARATH Probable microtubule-binding protein TANGLED OS=Arabidopsis thaliana OX=3702 GN=TAN PE=1 SV=1_65_444,0.437,0.586,0.2454434482468325,0.2757501229709788
tr|Q8GW25|Q8GW25_ARATH At4g10100 OS=Arabidopsis thaliana OX=3702 GN=At4g10110 PE=1 SV=1_87_173,0.426,0.512,0.05606768531380224,0.06292179045745204
tr|Q8GXW8|Q8GXW8_ARATH Ankyrin repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At1g04780 PE=1 SV=1_310_494,0.389,0.52,0.11247211348234204,0.1296015740285293
tr|Q8GXW8|Q8GXW8_ARATH Ankyrin repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At1g04780 PE=1 SV=1_568_664,0.405,0.525,0.06149766384644525,0.07508116084604036
tr|Q8GYJ5|Q8GYJ5_ARATH Transmembrane protein; putative (DUF1191) OS=Arabidopsis thaliana OX=3702 GN=At4g22900 PE=1 SV=1_224_343,0.425,0.555,0.08250199941069998,0.09650762420068866
sp|Q8H0T6|PPT2_ARATH Phosphoenolpyruvate/phosphate translocator 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PPT2 PE=2 SV=1_1_69,0.41,0.533,0.045754935387464744,0.05402852926709297
tr|Q8L7W3|Q8L7W3_ARATH At2g29210/F16P2.41 OS=Arabidopsis thaliana OX=3702 GN=At2g29210 PE=1 SV=1_142_878,0.426,0.587,0.39571494717346467,0.43069355632070827
sp|Q8LDU4|RCCR_ARATH Red chlorophyll catabolite reductase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RCCR PE=1 SV=2_1_48,0.434,0.52,0.024666414109525605,0.033389080177078215
sp|Q8LE98|ICR1_ARATH Interactor of constitutive active ROPs 1 OS=Arabidopsis thaliana OX=3702 GN=ICR1 PE=1 SV=1_1_156,0.409,0.554,0.10965189207391504,0.12859813084112148
